year,sex,age_band,geo_code,projection
2028,female,7-11,95NN,2280.797527630155
2028,female,7-11,95OO,2398.4387039297626
2028,female,7-11,95PP,2069.5959343223885
2028,female,7-11,95QQ,810.8625207879511
2028,female,7-11,95RR,999.3739604430547
2028,female,7-11,95SS,4098.95516264177
2028,female,7-11,95TT,1610.227208475214
2028,female,7-11,95UU,445.57881920143757
2028,female,7-11,95VV,3503.978954300402
2028,female,7-11,95WW,2480.1465449562497
2028,female,7-11,95XX,2102.4910174840056
2028,female,7-11,95YY,1720.0070492756297
2028,female,7-11,95ZZ,1299.0859978809433
2028,female,17-21,95AA,1808.5692592157934
2028,female,17-21,95BB,2084.24161892564
2028,female,17-21,95CC,2128.4691499847895
2028,female,17-21,95DD,1927.5223468726872
2028,female,17-21,95EE,960.8572370506882
2028,female,17-21,95FF,1660.8396893228496
2028,female,17-21,95GG,12336.210318798056
2028,female,17-21,95HH,1059.2421491285036
2028,female,17-21,95II,1849.4589729678087
2028,female,17-21,95JJ,1744.8235321142186
2028,female,17-21,95KK,1336.9381753718083
2028,female,17-21,95LL,3510.9352436686627
2028,female,17-21,95MM,3336.690917344446
2028,female,17-21,95NN,2206.003626590172
2028,female,17-21,95OO,2149.4643194320583
2028,female,17-21,95PP,1690.2813021688196
2028,female,17-21,95QQ,796.1023164615324
2028,female,17-21,95RR,956.8703566482358
2028,female,17-21,95SS,3896.8991489162345
2028,female,17-21,95TT,1598.4726592615184
2028,female,17-21,95UU,406.08843416979096
2028,female,17-21,95VV,3331.640695963945
2028,female,17-21,95WW,2659.207703112802
2028,female,17-21,95XX,2214.2205736855253
2028,female,17-21,95YY,1527.6543930746006
2028,female,17-21,95ZZ,1152.2958597488118
2028,female,22-26,95AA,1524.3580002305455
2028,female,22-26,95BB,1924.9255439346512
2028,female,22-26,95CC,1745.967157972576
2028,female,22-26,95DD,1774.7751781449315
2028,female,22-26,95EE,786.6909657228728
2028,female,22-26,95FF,1373.3291625521306
2028,female,22-26,95GG,9358.053725369384
2028,female,22-26,95HH,874.2422317004297
2028,female,22-26,95II,1586.2447691668326
2028,female,22-26,95JJ,1248.2851650680398
2028,female,22-26,95KK,1064.4688449727678
2028,female,22-26,95LL,3116.7790313340256
2028,female,22-26,95MM,2667.3454807463445
